lfs_series,sa4,year,sex,ue_pc
Unemployment rate,Sydney - Sutherland,2012,Persons,3.096788133
Unemployment rate,Sydney - Sutherland,2013,Persons,2.766750658
Unemployment rate,Sydney - Sutherland,2014,Persons,3.518493067
Unemployment rate,Sydney - Sutherland,2015,Persons,4.223877358
Unemployment rate,Sydney - Sutherland,2016,Persons,3.697474825
Unemployment rate,Sydney - Sutherland,2017,Persons,2.78753225
Unemployment rate,Sydney - Sutherland,2018,Persons,2.551014583
Unemployment rate,Tasmania - South East,1998,Persons,8.300277867
Unemployment rate,Tasmania - South East,1999,Persons,8.725176225
Unemployment rate,Tasmania - South East,2000,Persons,8.114812517
Unemployment rate,Tasmania - South East,2001,Persons,9.399261217
Unemployment rate,Tasmania - South East,2002,Persons,11.05436284
Unemployment rate,Tasmania - South East,2003,Persons,5.343356783
Unemployment rate,Tasmania - South East,2004,Persons,7.378745975
Unemployment rate,Tasmania - South East,2005,Persons,11.36163238
Unemployment rate,Tasmania - South East,2006,Persons,7.124029533
Unemployment rate,Tasmania - South East,2007,Persons,4.427021683
Unemployment rate,Tasmania - South East,2008,Persons,4.021214183
Unemployment rate,Tasmania - South East,2009,Persons,6.240929642
Unemployment rate,Tasmania - South East,2010,Persons,5.516547275
Unemployment rate,Tasmania - South East,2011,Persons,7.459630483
Unemployment rate,Tasmania - South East,2012,Persons,7.500305667
Unemployment rate,Tasmania - South East,2013,Persons,9.016154992
Unemployment rate,Tasmania - South East,2014,Persons,8.766175217
Unemployment rate,Tasmania - South East,2015,Persons,6.570269492
Unemployment rate,Tasmania - South East,2016,Persons,5.533840692
Unemployment rate,Tasmania - South East,2017,Persons,6.889847917
Unemployment rate,Tasmania - South East,2018,Persons,5.566465567
Unemployment rate,Tasmania - West and North West,1998,Persons,11.54224347
Unemployment rate,Tasmania - West and North West,1999,Persons,11.00097383
Unemployment rate,Tasmania - West and North West,2000,Persons,9.781034042
Unemployment rate,Tasmania - West and North West,2001,Persons,10.88104062
Unemployment rate,Tasmania - West and North West,2002,Persons,9.624690175
Unemployment rate,Tasmania - West and North West,2003,Persons,8.603527308
Unemployment rate,Tasmania - West and North West,2004,Persons,7.02104425
Unemployment rate,Tasmania - West and North West,2005,Persons,6.800218433
Unemployment rate,Tasmania - West and North West,2006,Persons,8.542005675
Unemployment rate,Tasmania - West and North West,2007,Persons,7.100003275
Unemployment rate,Tasmania - West and North West,2008,Persons,6.204029442
Unemployment rate,Tasmania - West and North West,2009,Persons,6.17381765
Unemployment rate,Tasmania - West and North West,2010,Persons,7.843597883
Unemployment rate,Tasmania - West and North West,2011,Persons,6.454566542
Unemployment rate,Tasmania - West and North West,2012,Persons,9.198727383
Unemployment rate,Tasmania - West and North West,2013,Persons,9.041443492
Unemployment rate,Tasmania - West and North West,2014,Persons,7.902153467
Unemployment rate,Tasmania - West and North West,2015,Persons,7.28123765
Unemployment rate,Tasmania - West and North West,2016,Persons,5.773975008
Unemployment rate,Tasmania - West and North West,2017,Persons,5.762069592
Unemployment rate,Tasmania - West and North West,2018,Persons,6.036925325
Unemployment rate,Toowoomba,1998,Persons,6.212653233
Unemployment rate,Toowoomba,1999,Persons,5.959844492
Unemployment rate,Toowoomba,2000,Persons,6.619540383
Unemployment rate,Toowoomba,2001,Persons,5.813476208
Unemployment rate,Toowoomba,2002,Persons,5.542559567
Unemployment rate,Toowoomba,2003,Persons,6.469581325
Unemployment rate,Toowoomba,2004,Persons,4.64660705
Unemployment rate,Toowoomba,2005,Persons,3.989644567
Unemployment rate,Toowoomba,2006,Persons,4.063330542
Unemployment rate,Toowoomba,2007,Persons,3.088109575
Unemployment rate,Toowoomba,2008,Persons,3.271393992
Unemployment rate,Toowoomba,2009,Persons,3.015952158
Unemployment rate,Toowoomba,2010,Persons,3.582284575
Unemployment rate,Toowoomba,2011,Persons,4.703988083
Unemployment rate,Toowoomba,2012,Persons,7.029323767
Unemployment rate,Toowoomba,2013,Persons,5.539806958
Unemployment rate,Toowoomba,2014,Persons,4.31330585
Unemployment rate,Toowoomba,2015,Persons,5.1180345
Unemployment rate,Toowoomba,2016,Persons,4.598718075
Unemployment rate,Toowoomba,2017,Persons,5.435426017
Unemployment rate,Toowoomba,2018,Persons,5.934062958
Unemployment rate,Townsville,1998,Persons,6.327792467
Unemployment rate,Townsville,1999,Persons,7.092085725
Unemployment rate,Townsville,2000,Persons,8.329184192
Unemployment rate,Townsville,2001,Persons,8.344488825
Unemployment rate,Townsville,2002,Persons,7.5193137
Unemployment rate,Townsville,2003,Persons,8.739416292
Unemployment rate,Townsville,2004,Persons,6.029565033
Unemployment rate,Townsville,2005,Persons,5.396168458
Unemployment rate,Townsville,2006,Persons,5.910910283
Unemployment rate,Townsville,2007,Persons,4.420047142
Unemployment rate,Townsville,2008,Persons,3.344442925
Unemployment rate,Townsville,2009,Persons,4.579493642
Unemployment rate,Townsville,2010,Persons,4.92019335
Unemployment rate,Townsville,2011,Persons,6.519652333
Unemployment rate,Townsville,2012,Persons,4.644397133
Unemployment rate,Townsville,2013,Persons,6.0369776
Unemployment rate,Townsville,2014,Persons,8.411169392
Unemployment rate,Townsville,2015,Persons,7.925855058
Unemployment rate,Townsville,2016,Persons,11.2495363
Unemployment rate,Townsville,2017,Persons,8.512513433
Unemployment rate,Townsville,2018,Persons,8.429823942
Unemployment rate,Victoria - North West,1998,Persons,2.776768867
Unemployment rate,Victoria - North West,1999,Persons,5.143072483
Unemployment rate,Victoria - North West,2000,Persons,3.951169625
Unemployment rate,Victoria - North West,2001,Persons,5.987824825
Unemployment rate,Victoria - North West,2002,Persons,3.826067658
Unemployment rate,Victoria - North West,2003,Persons,4.918086892
Unemployment rate,Victoria - North West,2004,Persons,4.240308033
Unemployment rate,Victoria - North West,2005,Persons,4.77137295
Unemployment rate,Victoria - North West,2006,Persons,5.399542808
Unemployment rate,Victoria - North West,2007,Persons,4.0479918
Unemployment rate,Victoria - North West,2008,Persons,4.5846163
Unemployment rate,Victoria - North West,2009,Persons,7.020838683
Unemployment rate,Victoria - North West,2010,Persons,6.793088433
Unemployment rate,Victoria - North West,2011,Persons,4.560581767
Unemployment rate,Victoria - North West,2012,Persons,4.3422903
Unemployment rate,Victoria - North West,2013,Persons,4.340449392
Unemployment rate,Victoria - North West,2014,Persons,5.226953525
Unemployment rate,Victoria - North West,2015,Persons,6.5695395
Unemployment rate,Victoria - North West,2016,Persons,4.573884158
Unemployment rate,Victoria - North West,2017,Persons,5.42709455
Unemployment rate,Victoria - North West,2018,Persons,3.78032615
Unemployment rate,Warrnambool and South West,1998,Persons,5.2900676
Unemployment rate,Warrnambool and South West,1999,Persons,6.853386683
Unemployment rate,Warrnambool and South West,2000,Persons,6.200184067
Unemployment rate,Warrnambool and South West,2001,Persons,4.27683385
Unemployment rate,Warrnambool and South West,2002,Persons,3.847076033
Unemployment rate,Warrnambool and South West,2003,Persons,3.6927446
Unemployment rate,Warrnambool and South West,2004,Persons,8.069646392
Unemployment rate,Warrnambool and South West,2005,Persons,5.52364175
Unemployment rate,Warrnambool and South West,2006,Persons,5.824096875
Unemployment rate,Warrnambool and South West,2007,Persons,3.323451608
Unemployment rate,Warrnambool and South West,2008,Persons,2.958350283
Unemployment rate,Warrnambool and South West,2009,Persons,4.832907908
Unemployment rate,Warrnambool and South West,2010,Persons,4.151537892
Unemployment rate,Warrnambool and South West,2011,Persons,5.690698308
Unemployment rate,Warrnambool and South West,2012,Persons,5.130241683
Unemployment rate,Warrnambool and South West,2013,Persons,5.615679708
Unemployment rate,Warrnambool and South West,2014,Persons,6.492535917
Unemployment rate,Warrnambool and South West,2015,Persons,2.81137945
Unemployment rate,Warrnambool and South West,2016,Persons,4.889522567
Unemployment rate,Warrnambool and South West,2017,Persons,3.702373617
Unemployment rate,Warrnambool and South West,2018,Persons,3.550372583
Unemployment rate,Western Australia - Outback,1998,Persons,5.1936004
Unemployment rate,Western Australia - Outback,1999,Persons,5.576928575
Unemployment rate,Western Australia - Outback,2000,Persons,6.290387017
Unemployment rate,Western Australia - Outback,2001,Persons,7.257851225
Unemployment rate,Western Australia - Outback,2002,Persons,6.378801533
Unemployment rate,Western Australia - Outback,2003,Persons,4.259384392
Unemployment rate,Western Australia - Outback,2004,Persons,4.059755492
Unemployment rate,Western Australia - Outback,2005,Persons,3.868172025
Unemployment rate,Western Australia - Outback,2006,Persons,3.724510517
Unemployment rate,Western Australia - Outback,2007,Persons,3.70668435
Unemployment rate,Western Australia - Outback,2008,Persons,3.288225758
Unemployment rate,Western Australia - Outback,2009,Persons,5.388873608
Unemployment rate,Western Australia - Outback,2010,Persons,5.33206285
Unemployment rate,Western Australia - Outback,2011,Persons,3.660305808
Unemployment rate,Western Australia - Outback,2012,Persons,3.024576083
Unemployment rate,Western Australia - Outback,2013,Persons,6.366781592
Unemployment rate,Western Australia - Outback,2014,Persons,6.034976567
Unemployment rate,Western Australia - Outback,2015,Persons,6.5610561
Unemployment rate,Western Australia - Outback,2016,Persons,5.487332175
Unemployment rate,Western Australia - Outback,2017,Persons,4.831409525
Unemployment rate,Western Australia - Outback,2018,Persons,6.69464875
Unemployment rate,Western Australia - Wheat Belt,1998,Persons,4.7833263
Unemployment rate,Western Australia - Wheat Belt,1999,Persons,3.939391983
Unemployment rate,Western Australia - Wheat Belt,2000,Persons,4.6825672
Unemployment rate,Western Australia - Wheat Belt,2001,Persons,5.996645892
Unemployment rate,Western Australia - Wheat Belt,2002,Persons,5.062849475
Unemployment rate,Western Australia - Wheat Belt,2003,Persons,5.088994242
Unemployment rate,Western Australia - Wheat Belt,2004,Persons,4.393577658
Unemployment rate,Western Australia - Wheat Belt,2005,Persons,4.584373075
Unemployment rate,Western Australia - Wheat Belt,2006,Persons,3.070671425
Unemployment rate,Western Australia - Wheat Belt,2007,Persons,2.939009442
Unemployment rate,Western Australia - Wheat Belt,2008,Persons,3.201190083
Unemployment rate,Western Australia - Wheat Belt,2009,Persons,4.2709192
Unemployment rate,Western Australia - Wheat Belt,2010,Persons,3.013226483
Unemployment rate,Western Australia - Wheat Belt,2011,Persons,3.502127142
Unemployment rate,Western Australia - Wheat Belt,2012,Persons,3.804261133
Unemployment rate,Western Australia - Wheat Belt,2013,Persons,4.393821658
Unemployment rate,Western Australia - Wheat Belt,2014,Persons,3.958474242
Unemployment rate,Western Australia - Wheat Belt,2015,Persons,4.755413233
Unemployment rate,Western Australia - Wheat Belt,2016,Persons,6.7973359
Unemployment rate,Western Australia - Wheat Belt,2017,Persons,4.106307642
Unemployment rate,Western Australia - Wheat Belt,2018,Persons,3.652880775
Unemployment rate,Wide Bay,1998,Persons,11.0854761
Unemployment rate,Wide Bay,1999,Persons,10.33663578
Unemployment rate,Wide Bay,2000,Persons,10.98086524
Unemployment rate,Wide Bay,2001,Persons,12.54463568
Unemployment rate,Wide Bay,2002,Persons,12.60844027
Unemployment rate,Wide Bay,2003,Persons,11.08827518
Unemployment rate,Wide Bay,2004,Persons,9.818650175
Unemployment rate,Wide Bay,2005,Persons,6.977333575
Unemployment rate,Wide Bay,2006,Persons,7.003961717
Unemployment rate,Wide Bay,2007,Persons,5.546025342
Unemployment rate,Wide Bay,2008,Persons,5.792901167
Unemployment rate,Wide Bay,2009,Persons,7.147345458
Unemployment rate,Wide Bay,2010,Persons,6.957742783
Unemployment rate,Wide Bay,2011,Persons,7.549908242
Unemployment rate,Wide Bay,2012,Persons,8.066080217
Unemployment rate,Wide Bay,2013,Persons,8.478440217
Unemployment rate,Wide Bay,2014,Persons,9.630518325
Unemployment rate,Wide Bay,2015,Persons,10.15126739
Unemployment rate,Wide Bay,2016,Persons,9.625658458
Unemployment rate,Wide Bay,2017,Persons,8.986515042
Unemployment rate,Wide Bay,2018,Persons,8.183461575
