lfs_series,sa4,year,sex,ue_pc
Unemployment rate,Richmond - Tweed,2004,Persons,7.560399717
Unemployment rate,Richmond - Tweed,2005,Persons,7.482495975
Unemployment rate,Richmond - Tweed,2006,Persons,5.9971104
Unemployment rate,Richmond - Tweed,2007,Persons,5.959124167
Unemployment rate,Richmond - Tweed,2008,Persons,6.138643767
Unemployment rate,Richmond - Tweed,2009,Persons,7.516569858
Unemployment rate,Richmond - Tweed,2010,Persons,7.417844692
Unemployment rate,Richmond - Tweed,2011,Persons,5.8042126
Unemployment rate,Richmond - Tweed,2012,Persons,5.903476558
Unemployment rate,Richmond - Tweed,2013,Persons,7.634635908
Unemployment rate,Richmond - Tweed,2014,Persons,8.176313225
Unemployment rate,Richmond - Tweed,2015,Persons,9.033562025
Unemployment rate,Richmond - Tweed,2016,Persons,5.621169125
Unemployment rate,Richmond - Tweed,2017,Persons,4.59424745
Unemployment rate,Richmond - Tweed,2018,Persons,4.74744165
Unemployment rate,Riverina,1998,Persons,5.4860774
Unemployment rate,Riverina,1999,Persons,3.791407458
Unemployment rate,Riverina,2000,Persons,3.48398105
Unemployment rate,Riverina,2001,Persons,5.216655817
Unemployment rate,Riverina,2002,Persons,6.103039117
Unemployment rate,Riverina,2003,Persons,6.77323525
Unemployment rate,Riverina,2004,Persons,3.607427892
Unemployment rate,Riverina,2005,Persons,5.311101017
Unemployment rate,Riverina,2006,Persons,5.576763775
Unemployment rate,Riverina,2007,Persons,4.1549146
Unemployment rate,Riverina,2008,Persons,4.456846717
Unemployment rate,Riverina,2009,Persons,5.38266705
Unemployment rate,Riverina,2010,Persons,6.154870733
Unemployment rate,Riverina,2011,Persons,6.30965415
Unemployment rate,Riverina,2012,Persons,5.032170025
Unemployment rate,Riverina,2013,Persons,6.212386108
Unemployment rate,Riverina,2014,Persons,4.444963283
Unemployment rate,Riverina,2015,Persons,3.933088042
Unemployment rate,Riverina,2016,Persons,4.145939325
Unemployment rate,Riverina,2017,Persons,4.469036
Unemployment rate,Riverina,2018,Persons,5.131904067
Unemployment rate,Shepparton,1998,Persons,5.876838367
Unemployment rate,Shepparton,1999,Persons,4.781960358
Unemployment rate,Shepparton,2000,Persons,7.193800775
Unemployment rate,Shepparton,2001,Persons,4.702777367
Unemployment rate,Shepparton,2002,Persons,4.78029775
Unemployment rate,Shepparton,2003,Persons,4.489215125
Unemployment rate,Shepparton,2004,Persons,4.205507042
Unemployment rate,Shepparton,2005,Persons,4.278383542
Unemployment rate,Shepparton,2006,Persons,4.188160292
Unemployment rate,Shepparton,2007,Persons,3.442103792
Unemployment rate,Shepparton,2008,Persons,4.723122517
Unemployment rate,Shepparton,2009,Persons,5.690928517
Unemployment rate,Shepparton,2010,Persons,7.517694133
Unemployment rate,Shepparton,2011,Persons,5.943430108
Unemployment rate,Shepparton,2012,Persons,7.144894675
Unemployment rate,Shepparton,2013,Persons,4.772668067
Unemployment rate,Shepparton,2014,Persons,7.775336575
Unemployment rate,Shepparton,2015,Persons,5.952974492
Unemployment rate,Shepparton,2016,Persons,5.4405484
Unemployment rate,Shepparton,2017,Persons,6.704614033
Unemployment rate,Shepparton,2018,Persons,5.14562055
Unemployment rate,South Australia - Outback,1998,Persons,10.4195291
Unemployment rate,South Australia - Outback,1999,Persons,9.607049733
Unemployment rate,South Australia - Outback,2000,Persons,8.977643692
Unemployment rate,South Australia - Outback,2001,Persons,8.201398675
Unemployment rate,South Australia - Outback,2002,Persons,8.8762445
Unemployment rate,South Australia - Outback,2003,Persons,8.280681992
Unemployment rate,South Australia - Outback,2004,Persons,7.042641025
Unemployment rate,South Australia - Outback,2005,Persons,4.469999258
Unemployment rate,South Australia - Outback,2006,Persons,4.07111625
Unemployment rate,South Australia - Outback,2007,Persons,4.329023558
Unemployment rate,South Australia - Outback,2008,Persons,7.19343085
Unemployment rate,South Australia - Outback,2009,Persons,5.361969042
Unemployment rate,South Australia - Outback,2010,Persons,5.046631308
Unemployment rate,South Australia - Outback,2011,Persons,5.4582389
Unemployment rate,South Australia - Outback,2012,Persons,6.230033192
Unemployment rate,South Australia - Outback,2013,Persons,6.2276051
Unemployment rate,South Australia - Outback,2014,Persons,7.901983117
Unemployment rate,South Australia - Outback,2015,Persons,5.549523883
Unemployment rate,South Australia - Outback,2016,Persons,7.027997858
Unemployment rate,South Australia - Outback,2017,Persons,7.369859067
Unemployment rate,South Australia - Outback,2018,Persons,4.199553275
Unemployment rate,South Australia - South East,1998,Persons,8.942551033
Unemployment rate,South Australia - South East,1999,Persons,8.420888525
Unemployment rate,South Australia - South East,2000,Persons,7.904860567
Unemployment rate,South Australia - South East,2001,Persons,6.220715533
Unemployment rate,South Australia - South East,2002,Persons,5.5164509
Unemployment rate,South Australia - South East,2003,Persons,4.142239617
Unemployment rate,South Australia - South East,2004,Persons,4.3412207
Unemployment rate,South Australia - South East,2005,Persons,3.395955883
Unemployment rate,South Australia - South East,2006,Persons,4.116852275
Unemployment rate,South Australia - South East,2007,Persons,4.516865525
Unemployment rate,South Australia - South East,2008,Persons,4.051221958
Unemployment rate,South Australia - South East,2009,Persons,4.855867467
Unemployment rate,South Australia - South East,2010,Persons,6.183460225
Unemployment rate,South Australia - South East,2011,Persons,5.416877233
Unemployment rate,South Australia - South East,2012,Persons,5.329261108
Unemployment rate,South Australia - South East,2013,Persons,6.451640942
Unemployment rate,South Australia - South East,2014,Persons,6.002072292
Unemployment rate,South Australia - South East,2015,Persons,7.822160317
Unemployment rate,South Australia - South East,2016,Persons,5.450627358
Unemployment rate,South Australia - South East,2017,Persons,5.134201392
Unemployment rate,South Australia - South East,2018,Persons,4.7973585
Unemployment rate,Southern Highlands and Shoalhaven,1998,Persons,9.032134367
Unemployment rate,Southern Highlands and Shoalhaven,1999,Persons,10.16754101
Unemployment rate,Southern Highlands and Shoalhaven,2000,Persons,6.408405517
Unemployment rate,Southern Highlands and Shoalhaven,2001,Persons,6.574746067
Unemployment rate,Southern Highlands and Shoalhaven,2002,Persons,5.400943292
Unemployment rate,Southern Highlands and Shoalhaven,2003,Persons,6.962309958
Unemployment rate,Southern Highlands and Shoalhaven,2004,Persons,7.516390575
Unemployment rate,Southern Highlands and Shoalhaven,2005,Persons,9.504123733
Unemployment rate,Southern Highlands and Shoalhaven,2006,Persons,9.544130833
Unemployment rate,Southern Highlands and Shoalhaven,2007,Persons,5.85281515
Unemployment rate,Southern Highlands and Shoalhaven,2008,Persons,6.1647265
Unemployment rate,Southern Highlands and Shoalhaven,2009,Persons,4.82186905
Unemployment rate,Southern Highlands and Shoalhaven,2010,Persons,6.339437775
Unemployment rate,Southern Highlands and Shoalhaven,2011,Persons,6.300034817
Unemployment rate,Southern Highlands and Shoalhaven,2012,Persons,6.514701875
Unemployment rate,Southern Highlands and Shoalhaven,2013,Persons,8.2499513
Unemployment rate,Southern Highlands and Shoalhaven,2014,Persons,6.877516025
Unemployment rate,Southern Highlands and Shoalhaven,2015,Persons,6.850766175
Unemployment rate,Southern Highlands and Shoalhaven,2016,Persons,6.847001075
Unemployment rate,Southern Highlands and Shoalhaven,2017,Persons,7.107619167
Unemployment rate,Southern Highlands and Shoalhaven,2018,Persons,5.765208533
Unemployment rate,Sunshine Coast,1998,Persons,9.470674433
Unemployment rate,Sunshine Coast,1999,Persons,10.38312069
Unemployment rate,Sunshine Coast,2000,Persons,11.2217414
Unemployment rate,Sunshine Coast,2001,Persons,11.06174118
Unemployment rate,Sunshine Coast,2002,Persons,10.43569156
Unemployment rate,Sunshine Coast,2003,Persons,8.119703442
Unemployment rate,Sunshine Coast,2004,Persons,6.306935208
Unemployment rate,Sunshine Coast,2005,Persons,5.422163275
Unemployment rate,Sunshine Coast,2006,Persons,6.280034425
Unemployment rate,Sunshine Coast,2007,Persons,4.5088042
Unemployment rate,Sunshine Coast,2008,Persons,4.150976733
Unemployment rate,Sunshine Coast,2009,Persons,6.760020308
Unemployment rate,Sunshine Coast,2010,Persons,6.110290333
Unemployment rate,Sunshine Coast,2011,Persons,5.823989133
Unemployment rate,Sunshine Coast,2012,Persons,6.684969708
Unemployment rate,Sunshine Coast,2013,Persons,5.850452942
Unemployment rate,Sunshine Coast,2014,Persons,7.388619933
Unemployment rate,Sunshine Coast,2015,Persons,6.130024492
Unemployment rate,Sunshine Coast,2016,Persons,4.736081417
Unemployment rate,Sunshine Coast,2017,Persons,4.849585333
Unemployment rate,Sunshine Coast,2018,Persons,6.222922983
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,1998,Persons,3.023517867
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,1999,Persons,3.017032342
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2000,Persons,2.301614125
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2001,Persons,3.61417275
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2002,Persons,2.821335625
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2003,Persons,2.56880655
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2004,Persons,2.865352908
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2005,Persons,3.394440283
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2006,Persons,2.97067305
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2007,Persons,2.489145242
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2008,Persons,2.666597758
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2009,Persons,4.049651758
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2010,Persons,3.796236925
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2011,Persons,3.140881917
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2012,Persons,3.329583125
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2013,Persons,5.2067537
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2014,Persons,4.870908167
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2015,Persons,3.776994117
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2016,Persons,5.117749017
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2017,Persons,3.372503483
Unemployment rate,Sydney - Baulkham Hills and Hawkesbury,2018,Persons,3.007033125
Unemployment rate,Sydney - Blacktown,1998,Persons,5.111382867
Unemployment rate,Sydney - Blacktown,1999,Persons,4.714170867
Unemployment rate,Sydney - Blacktown,2000,Persons,5.295061292
Unemployment rate,Sydney - Blacktown,2001,Persons,5.325563733
Unemployment rate,Sydney - Blacktown,2002,Persons,4.756631233
Unemployment rate,Sydney - Blacktown,2003,Persons,6.223438742
Unemployment rate,Sydney - Blacktown,2004,Persons,5.553362967
Unemployment rate,Sydney - Blacktown,2005,Persons,7.216970617
Unemployment rate,Sydney - Blacktown,2006,Persons,4.989916175
Unemployment rate,Sydney - Blacktown,2007,Persons,6.718717492
Unemployment rate,Sydney - Blacktown,2008,Persons,7.099276175
Unemployment rate,Sydney - Blacktown,2009,Persons,8.3294337
Unemployment rate,Sydney - Blacktown,2010,Persons,6.31139215
Unemployment rate,Sydney - Blacktown,2011,Persons,5.764179175
Unemployment rate,Sydney - Blacktown,2012,Persons,4.603702625
Unemployment rate,Sydney - Blacktown,2013,Persons,7.385519925
Unemployment rate,Sydney - Blacktown,2014,Persons,6.6347529
Unemployment rate,Sydney - Blacktown,2015,Persons,7.015726542
Unemployment rate,Sydney - Blacktown,2016,Persons,6.149853958
Unemployment rate,Sydney - Blacktown,2017,Persons,5.940151558
Unemployment rate,Sydney - Blacktown,2018,Persons,4.917700383
Unemployment rate,Sydney - City and Inner South,1998,Persons,4.521533
Unemployment rate,Sydney - City and Inner South,1999,Persons,4.82571005
Unemployment rate,Sydney - City and Inner South,2000,Persons,4.925957208
Unemployment rate,Sydney - City and Inner South,2001,Persons,5.206745975
Unemployment rate,Sydney - City and Inner South,2002,Persons,5.296130492
Unemployment rate,Sydney - City and Inner South,2003,Persons,5.736649758
Unemployment rate,Sydney - City and Inner South,2004,Persons,5.160279942
Unemployment rate,Sydney - City and Inner South,2005,Persons,4.876492658
Unemployment rate,Sydney - City and Inner South,2006,Persons,3.803270542
Unemployment rate,Sydney - City and Inner South,2007,Persons,4.141564058
Unemployment rate,Sydney - City and Inner South,2008,Persons,2.914821492
Unemployment rate,Sydney - City and Inner South,2009,Persons,5.969508308
Unemployment rate,Sydney - City and Inner South,2010,Persons,3.594618708
Unemployment rate,Sydney - City and Inner South,2011,Persons,4.392089992
Unemployment rate,Sydney - City and Inner South,2012,Persons,3.605413583
Unemployment rate,Sydney - City and Inner South,2013,Persons,5.163510058
Unemployment rate,Sydney - City and Inner South,2014,Persons,5.138178267
Unemployment rate,Sydney - City and Inner South,2015,Persons,5.213670883
Unemployment rate,Sydney - City and Inner South,2016,Persons,4.752510108
Unemployment rate,Sydney - City and Inner South,2017,Persons,4.588968467
Unemployment rate,Sydney - City and Inner South,2018,Persons,3.481536517
Unemployment rate,Sydney - Eastern Suburbs,1998,Persons,3.141373433
Unemployment rate,Sydney - Eastern Suburbs,1999,Persons,2.953003567
Unemployment rate,Sydney - Eastern Suburbs,2000,Persons,2.862531825
Unemployment rate,Sydney - Eastern Suburbs,2001,Persons,4.495533342
Unemployment rate,Sydney - Eastern Suburbs,2002,Persons,5.115616625
Unemployment rate,Sydney - Eastern Suburbs,2003,Persons,3.760564142
Unemployment rate,Sydney - Eastern Suburbs,2004,Persons,3.571235233
Unemployment rate,Sydney - Eastern Suburbs,2005,Persons,2.965698683
Unemployment rate,Sydney - Eastern Suburbs,2006,Persons,2.975997292
Unemployment rate,Sydney - Eastern Suburbs,2007,Persons,2.4656594
Unemployment rate,Sydney - Eastern Suburbs,2008,Persons,2.675796883
Unemployment rate,Sydney - Eastern Suburbs,2009,Persons,3.601594775
Unemployment rate,Sydney - Eastern Suburbs,2010,Persons,2.764537942
Unemployment rate,Sydney - Eastern Suburbs,2011,Persons,3.723850108
Unemployment rate,Sydney - Eastern Suburbs,2012,Persons,3.306403167
Unemployment rate,Sydney - Eastern Suburbs,2013,Persons,2.8556433
Unemployment rate,Sydney - Eastern Suburbs,2014,Persons,3.123407675
Unemployment rate,Sydney - Eastern Suburbs,2015,Persons,2.892000417
Unemployment rate,Sydney - Eastern Suburbs,2016,Persons,2.941665342
Unemployment rate,Sydney - Eastern Suburbs,2017,Persons,2.238088958
Unemployment rate,Sydney - Eastern Suburbs,2018,Persons,3.149781083
Unemployment rate,Sydney - Inner South West,1998,Persons,5.392430433
Unemployment rate,Sydney - Inner South West,1999,Persons,5.0055899
Unemployment rate,Sydney - Inner South West,2000,Persons,5.319795775
Unemployment rate,Sydney - Inner South West,2001,Persons,4.884057842
Unemployment rate,Sydney - Inner South West,2002,Persons,6.097063333
Unemployment rate,Sydney - Inner South West,2003,Persons,6.06381095
Unemployment rate,Sydney - Inner South West,2004,Persons,5.622887675
Unemployment rate,Sydney - Inner South West,2005,Persons,5.404995392
Unemployment rate,Sydney - Inner South West,2006,Persons,4.90015535
Unemployment rate,Sydney - Inner South West,2007,Persons,4.9185493
Unemployment rate,Sydney - Inner South West,2008,Persons,5.612006425
Unemployment rate,Sydney - Inner South West,2009,Persons,6.77541695
Unemployment rate,Sydney - Inner South West,2010,Persons,7.7165295
Unemployment rate,Sydney - Inner South West,2011,Persons,6.657445692
Unemployment rate,Sydney - Inner South West,2012,Persons,6.042073483
Unemployment rate,Sydney - Inner South West,2013,Persons,4.955682517
Unemployment rate,Sydney - Inner South West,2014,Persons,5.37716575
Unemployment rate,Sydney - Inner South West,2015,Persons,6.575874608
Unemployment rate,Sydney - Inner South West,2016,Persons,5.573809458
Unemployment rate,Sydney - Inner South West,2017,Persons,5.269046333
Unemployment rate,Sydney - Inner South West,2018,Persons,5.211012933
Unemployment rate,Sydney - Inner West,1998,Persons,4.197772233
Unemployment rate,Sydney - Inner West,1999,Persons,4.306269667
Unemployment rate,Sydney - Inner West,2000,Persons,2.218748683
Unemployment rate,Sydney - Inner West,2001,Persons,2.901939808
Unemployment rate,Sydney - Inner West,2002,Persons,3.793937508
Unemployment rate,Sydney - Inner West,2003,Persons,4.346695008
Unemployment rate,Sydney - Inner West,2004,Persons,3.086592317
Unemployment rate,Sydney - Inner West,2005,Persons,2.6124615
Unemployment rate,Sydney - Inner West,2006,Persons,3.342363267
Unemployment rate,Sydney - Inner West,2007,Persons,4.795758783
Unemployment rate,Sydney - Inner West,2008,Persons,3.2813082
Unemployment rate,Sydney - Inner West,2009,Persons,6.359415292
Unemployment rate,Sydney - Inner West,2010,Persons,4.015060467
Unemployment rate,Sydney - Inner West,2011,Persons,5.223514508
Unemployment rate,Sydney - Inner West,2012,Persons,4.152275308
Unemployment rate,Sydney - Inner West,2013,Persons,3.762102042
Unemployment rate,Sydney - Inner West,2014,Persons,3.527730217
Unemployment rate,Sydney - Inner West,2015,Persons,4.068077342
Unemployment rate,Sydney - Inner West,2016,Persons,4.209673867
Unemployment rate,Sydney - Inner West,2017,Persons,4.686555108
Unemployment rate,Sydney - Inner West,2018,Persons,3.918355183
Unemployment rate,Sydney - North Sydney and Hornsby,1998,Persons,2.4465445
Unemployment rate,Sydney - North Sydney and Hornsby,1999,Persons,3.043980117
Unemployment rate,Sydney - North Sydney and Hornsby,2000,Persons,2.356004042
Unemployment rate,Sydney - North Sydney and Hornsby,2001,Persons,3.791870475
Unemployment rate,Sydney - North Sydney and Hornsby,2002,Persons,4.0442301
Unemployment rate,Sydney - North Sydney and Hornsby,2003,Persons,3.740971167
Unemployment rate,Sydney - North Sydney and Hornsby,2004,Persons,3.430517108
Unemployment rate,Sydney - North Sydney and Hornsby,2005,Persons,3.205779992
Unemployment rate,Sydney - North Sydney and Hornsby,2006,Persons,3.049274242
Unemployment rate,Sydney - North Sydney and Hornsby,2007,Persons,2.367625858
Unemployment rate,Sydney - North Sydney and Hornsby,2008,Persons,2.748320208
Unemployment rate,Sydney - North Sydney and Hornsby,2009,Persons,3.633513425
Unemployment rate,Sydney - North Sydney and Hornsby,2010,Persons,2.684831292
Unemployment rate,Sydney - North Sydney and Hornsby,2011,Persons,3.505082433
Unemployment rate,Sydney - North Sydney and Hornsby,2012,Persons,4.021129583
Unemployment rate,Sydney - North Sydney and Hornsby,2013,Persons,3.834292725
Unemployment rate,Sydney - North Sydney and Hornsby,2014,Persons,4.11643215
Unemployment rate,Sydney - North Sydney and Hornsby,2015,Persons,3.474025067
Unemployment rate,Sydney - North Sydney and Hornsby,2016,Persons,4.122233442
Unemployment rate,Sydney - North Sydney and Hornsby,2017,Persons,4.041528342
Unemployment rate,Sydney - North Sydney and Hornsby,2018,Persons,3.300212592
Unemployment rate,Sydney - Northern Beaches,1998,Persons,2.386376667
Unemployment rate,Sydney - Northern Beaches,1999,Persons,2.227970775
Unemployment rate,Sydney - Northern Beaches,2000,Persons,2.5896111
Unemployment rate,Sydney - Northern Beaches,2001,Persons,2.260639792
Unemployment rate,Sydney - Northern Beaches,2002,Persons,3.217035592
Unemployment rate,Sydney - Northern Beaches,2003,Persons,2.673454917
Unemployment rate,Sydney - Northern Beaches,2004,Persons,2.819095233
Unemployment rate,Sydney - Northern Beaches,2005,Persons,2.749150092
Unemployment rate,Sydney - Northern Beaches,2006,Persons,2.450731008
Unemployment rate,Sydney - Northern Beaches,2007,Persons,2.369416383
Unemployment rate,Sydney - Northern Beaches,2008,Persons,2.352679992
Unemployment rate,Sydney - Northern Beaches,2009,Persons,4.336131217
Unemployment rate,Sydney - Northern Beaches,2010,Persons,3.61403405
Unemployment rate,Sydney - Northern Beaches,2011,Persons,3.395848275
Unemployment rate,Sydney - Northern Beaches,2012,Persons,3.033617542
Unemployment rate,Sydney - Northern Beaches,2013,Persons,3.347308225
Unemployment rate,Sydney - Northern Beaches,2014,Persons,3.0049561
Unemployment rate,Sydney - Northern Beaches,2015,Persons,2.604145333
Unemployment rate,Sydney - Northern Beaches,2016,Persons,3.076957683
Unemployment rate,Sydney - Northern Beaches,2017,Persons,2.395765333
Unemployment rate,Sydney - Northern Beaches,2018,Persons,2.6202934
Unemployment rate,Sydney - Outer South West,1998,Persons,7.286208
Unemployment rate,Sydney - Outer South West,1999,Persons,8.045244183
Unemployment rate,Sydney - Outer South West,2000,Persons,6.088722325
Unemployment rate,Sydney - Outer South West,2001,Persons,8.900954142
Unemployment rate,Sydney - Outer South West,2002,Persons,7.20204325
Unemployment rate,Sydney - Outer South West,2003,Persons,7.101339225
Unemployment rate,Sydney - Outer South West,2004,Persons,7.224770775
Unemployment rate,Sydney - Outer South West,2005,Persons,5.556258975
Unemployment rate,Sydney - Outer South West,2006,Persons,6.8797086
Unemployment rate,Sydney - Outer South West,2007,Persons,5.923174692
Unemployment rate,Sydney - Outer South West,2008,Persons,6.007254442
Unemployment rate,Sydney - Outer South West,2009,Persons,7.879174525
Unemployment rate,Sydney - Outer South West,2010,Persons,4.337185008
Unemployment rate,Sydney - Outer South West,2011,Persons,4.643353742
Unemployment rate,Sydney - Outer South West,2012,Persons,5.651348775
Unemployment rate,Sydney - Outer South West,2013,Persons,5.463050067
Unemployment rate,Sydney - Outer South West,2014,Persons,5.349629117
Unemployment rate,Sydney - Outer South West,2015,Persons,5.625584608
Unemployment rate,Sydney - Outer South West,2016,Persons,5.470996158
Unemployment rate,Sydney - Outer South West,2017,Persons,4.810882608
Unemployment rate,Sydney - Outer South West,2018,Persons,4.231351308
Unemployment rate,Sydney - Outer West and Blue Mountains,1998,Persons,5.938458367
Unemployment rate,Sydney - Outer West and Blue Mountains,1999,Persons,5.289067075
Unemployment rate,Sydney - Outer West and Blue Mountains,2000,Persons,4.891109875
Unemployment rate,Sydney - Outer West and Blue Mountains,2001,Persons,5.281457192
Unemployment rate,Sydney - Outer West and Blue Mountains,2002,Persons,5.320559767
Unemployment rate,Sydney - Outer West and Blue Mountains,2003,Persons,5.8763807
Unemployment rate,Sydney - Outer West and Blue Mountains,2004,Persons,5.583131425
Unemployment rate,Sydney - Outer West and Blue Mountains,2005,Persons,4.47419925
Unemployment rate,Sydney - Outer West and Blue Mountains,2006,Persons,4.78075385
Unemployment rate,Sydney - Outer West and Blue Mountains,2007,Persons,5.59158555
Unemployment rate,Sydney - Outer West and Blue Mountains,2008,Persons,5.390849517
Unemployment rate,Sydney - Outer West and Blue Mountains,2009,Persons,5.452562175
Unemployment rate,Sydney - Outer West and Blue Mountains,2010,Persons,5.89125805
Unemployment rate,Sydney - Outer West and Blue Mountains,2011,Persons,5.542869067
Unemployment rate,Sydney - Outer West and Blue Mountains,2012,Persons,5.464174775
Unemployment rate,Sydney - Outer West and Blue Mountains,2013,Persons,6.2969964
Unemployment rate,Sydney - Outer West and Blue Mountains,2014,Persons,6.420231908
Unemployment rate,Sydney - Outer West and Blue Mountains,2015,Persons,4.177667
Unemployment rate,Sydney - Outer West and Blue Mountains,2016,Persons,3.979138025
Unemployment rate,Sydney - Outer West and Blue Mountains,2017,Persons,4.533782883
Unemployment rate,Sydney - Outer West and Blue Mountains,2018,Persons,3.148943633
Unemployment rate,Sydney - Parramatta,1998,Persons,7.106653767
Unemployment rate,Sydney - Parramatta,1999,Persons,5.24971595
Unemployment rate,Sydney - Parramatta,2000,Persons,4.112475667
Unemployment rate,Sydney - Parramatta,2001,Persons,4.324548242
Unemployment rate,Sydney - Parramatta,2002,Persons,5.355703442
Unemployment rate,Sydney - Parramatta,2003,Persons,5.416754117
Unemployment rate,Sydney - Parramatta,2004,Persons,4.070061142
Unemployment rate,Sydney - Parramatta,2005,Persons,5.035065458
Unemployment rate,Sydney - Parramatta,2006,Persons,6.236905467
Unemployment rate,Sydney - Parramatta,2007,Persons,4.805558067
Unemployment rate,Sydney - Parramatta,2008,Persons,5.780371058
Unemployment rate,Sydney - Parramatta,2009,Persons,7.562172492
Unemployment rate,Sydney - Parramatta,2010,Persons,6.987951933
Unemployment rate,Sydney - Parramatta,2011,Persons,6.122369475
Unemployment rate,Sydney - Parramatta,2012,Persons,5.404302133
Unemployment rate,Sydney - Parramatta,2013,Persons,8.386088175
Unemployment rate,Sydney - Parramatta,2014,Persons,6.900311567
Unemployment rate,Sydney - Parramatta,2015,Persons,6.628394075
Unemployment rate,Sydney - Parramatta,2016,Persons,5.499834933
Unemployment rate,Sydney - Parramatta,2017,Persons,5.256407567
Unemployment rate,Sydney - Parramatta,2018,Persons,6.541830075
Unemployment rate,Sydney - Ryde,1998,Persons,2.7422656
Unemployment rate,Sydney - Ryde,1999,Persons,2.892698625
Unemployment rate,Sydney - Ryde,2000,Persons,2.820036108
Unemployment rate,Sydney - Ryde,2001,Persons,4.359342858
Unemployment rate,Sydney - Ryde,2002,Persons,5.183544067
Unemployment rate,Sydney - Ryde,2003,Persons,3.325759125
Unemployment rate,Sydney - Ryde,2004,Persons,3.03567545
Unemployment rate,Sydney - Ryde,2005,Persons,2.582211417
Unemployment rate,Sydney - Ryde,2006,Persons,3.809416358
Unemployment rate,Sydney - Ryde,2007,Persons,3.967566958
Unemployment rate,Sydney - Ryde,2008,Persons,4.080707133
Unemployment rate,Sydney - Ryde,2009,Persons,5.485138358
Unemployment rate,Sydney - Ryde,2010,Persons,4.93714805
Unemployment rate,Sydney - Ryde,2011,Persons,4.755592283
Unemployment rate,Sydney - Ryde,2012,Persons,4.823850108
Unemployment rate,Sydney - Ryde,2013,Persons,5.212844875
Unemployment rate,Sydney - Ryde,2014,Persons,5.251983767
Unemployment rate,Sydney - Ryde,2015,Persons,6.032582808
Unemployment rate,Sydney - Ryde,2016,Persons,6.276211975
Unemployment rate,Sydney - Ryde,2017,Persons,4.228892983
Unemployment rate,Sydney - Ryde,2018,Persons,3.787098225
Unemployment rate,Sydney - South West,1998,Persons,12.23849317
Unemployment rate,Sydney - South West,1999,Persons,10.12670133
Unemployment rate,Sydney - South West,2000,Persons,8.639596242
Unemployment rate,Sydney - South West,2001,Persons,9.306069583
Unemployment rate,Sydney - South West,2002,Persons,7.020475892
Unemployment rate,Sydney - South West,2003,Persons,7.406547258
Unemployment rate,Sydney - South West,2004,Persons,6.0650984
Unemployment rate,Sydney - South West,2005,Persons,6.372649908
Unemployment rate,Sydney - South West,2006,Persons,7.489638617
Unemployment rate,Sydney - South West,2007,Persons,7.225667233
Unemployment rate,Sydney - South West,2008,Persons,6.851961725
Unemployment rate,Sydney - South West,2009,Persons,9.486365583
Unemployment rate,Sydney - South West,2010,Persons,7.228135208
Unemployment rate,Sydney - South West,2011,Persons,7.382809817
Unemployment rate,Sydney - South West,2012,Persons,8.37057715
Unemployment rate,Sydney - South West,2013,Persons,8.476719525
Unemployment rate,Sydney - South West,2014,Persons,7.477402117
Unemployment rate,Sydney - South West,2015,Persons,6.203445475
Unemployment rate,Sydney - South West,2016,Persons,6.863893283
Unemployment rate,Sydney - South West,2017,Persons,6.391437825
Unemployment rate,Sydney - South West,2018,Persons,6.33267645
Unemployment rate,Sydney - Sutherland,1998,Persons,2.151503267
Unemployment rate,Sydney - Sutherland,1999,Persons,3.066482308
Unemployment rate,Sydney - Sutherland,2000,Persons,2.446887
Unemployment rate,Sydney - Sutherland,2001,Persons,3.996300683
Unemployment rate,Sydney - Sutherland,2002,Persons,3.42976625
Unemployment rate,Sydney - Sutherland,2003,Persons,2.495628308
Unemployment rate,Sydney - Sutherland,2004,Persons,3.192443183
Unemployment rate,Sydney - Sutherland,2005,Persons,2.423769875
Unemployment rate,Sydney - Sutherland,2006,Persons,2.596414883
Unemployment rate,Sydney - Sutherland,2007,Persons,2.006852408
Unemployment rate,Sydney - Sutherland,2008,Persons,3.196908608
Unemployment rate,Sydney - Sutherland,2009,Persons,3.854026183
Unemployment rate,Sydney - Sutherland,2010,Persons,3.725248075
Unemployment rate,Sydney - Sutherland,2011,Persons,3.258162067
